,year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations
203,2002,Talk to Her,tt0287467,R,112,Drama|Mystery|Romance,8.0,86.0,Two men share an odd friendship while they care for two women who are both in deep comas.,88643,2003-02-14,255.0,142.0,3647.0,4,13
204,2003,Daredevil,tt0287978,PG-13,103,Action|Crime|Drama,5.30000019,42.0,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,179675,2003-02-14,1044.0,277.0,1422.0,0,0
205,2003,Zelary,tt0288330,R,150,Romance|Drama,7.69999981,66.0,"A nurse and her surgeon-lover are part of a resistance movement in 1940s Czechoslovakia. When they are discovered, her lover flees and she must find a place to hide. A patient whose life ... See full summary И",2908,2003-09-04,33.0,25.0,,0,0
206,2002,Red Dragon,tt0289765,R,124,Crime|Drama|Thriller,7.19999981,60.0,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer; aiding him is imprisoned criminal genius Hannibal ""The Cannibal"" Lecter.",208995,2002-10-04,771.0,210.0,1443.0,1,1
207,2004,The Butterfly Effect,tt0289879,R,113,Sci-Fi|Thriller,7.69999981,30.0,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",369820,2004-01-23,1106.0,184.0,1156.0,0,0
208,2003,X-Men 2,tt0290334,PG-13,134,Action|Adventure|Fantasy,7.5,68.0,"The X-Men band together to find a mutant assassin who has made an attempt on the President's life, while the Mutant Academy is attacked by military forces.",419112,2003-05-02,1061.0,289.0,1499.0,0,3
209,2003,The Recruit,tt0292506,PG-13,115,Action|Drama|Mystery,6.599999900000001,56.0,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,115655,2003-01-31,286.0,155.0,2246.0,0,0
210,2001,Son of the Bride,tt0292542,R,123,Comedy|Drama,7.900000099999999,68.0,"At age 42, Rafael Belvedere is having a crisis. He lives in the shadow of his father, he feels guilty about rarely visiting his aging mother, his ex-wife says he doesn't spend enough time ... See full summary И",12025,2001-08-16,66.0,52.0,,0,0
211,2004,The Phantom of the Opera,tt0293508,PG-13,143,Drama|Musical|Romance,7.30000019,40.0,A young soprano becomes the obsession of a disfigured musical genius who lives beneath the Paris Opéra House.,98851,2004-12-22,2050.0,151.0,652.0,1,13
212,2002,The Transporter,tt0293662,PG-13,92,Action|Crime|Thriller,6.80000019,51.0,"Frank is hired to ""transport"" packages for unknown clients and has made a very good living doing so. But when asked to move a package that begins moving, complications arise.",243998,2002-10-11,463.0,169.0,2531.0,0,0
213,2005,Rent,tt0294870,PG-13,135,Drama|Musical|Romance,7.0,53.0,"This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America.",42525,2005-11-23,758.0,145.0,1722.0,0,6
214,2002,Harry Potter and the Chamber of Secrets,tt0295297,PG,161,Adventure|Family|Fantasy,7.400000099999999,63.0,"Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him.",407624,2002-11-15,863.0,237.0,419.0,4,13
215,2003,Wrong Turn,tt0295700,R,84,Horror,6.0999999,32.0,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.""",90075,2003-05-30,543.0,191.0,2002.0,0,0
216,2002,xXx,tt0295701,PG-13,124,Action|Adventure|Thriller,5.80000019,48.0,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.",146847,2002-08-09,742.0,196.0,82.0,0,0
217,2004,The Chronicles of Riddick,tt0296572,PG-13,119,Action|Adventure|Sci-Fi,6.69999981,38.0,"The wanted criminal Riddick arrives on a planet called Helion Prime, and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.",187967,2004-06-11,667.0,206.0,756.0,0,0
218,2002,Far from Heaven,tt0297884,PG-13,107,Drama|Romance,7.400000099999999,84.0,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",37396,2003-01-10,378.0,182.0,,22,49
219,2002,The Ring,tt0298130,PG-13,115,Horror|Mystery,7.099999900000001,57.0,A journalist must investigate a mysterious videotape which seems to cause the death of anyone in a week of viewing it.,259896,2002-10-18,1628.0,273.0,329.0,1,1
220,2004,Shrek 2,tt0298148,PG,93,Animation|Adventure|Comedy,7.19999981,75.0,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,327973,2004-05-19,483.0,205.0,1551.0,7,17
221,2002,8 Mile,tt0298203,R,110,Drama|Music,7.0,77.0,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",194782,2002-11-08,566.0,119.0,975.0,3,5
222,2002,Whale Rider,tt0298228,PG-13,101,Drama|Family,7.599999900000001,80.0,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.",34863,2003-08-29,357.0,149.0,,5,9
223,2003,The Core,tt0298814,PG-13,135,Action|Adventure|Sci-Fi,5.4000001,48.0,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,78694,2003-03-28,468.0,149.0,2620.0,0,0
224,2002,In America,tt0298845,PG-13,105,Drama,7.80000019,76.0,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,37158,2004-02-06,276.0,152.0,,1,21
225,2002,Chicago,tt0299658,PG-13,113,Comedy|Crime|Musical,7.19999981,82.0,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,176942,2003-01-24,1019.0,222.0,1081.0,19,63
226,2002,Hero,tt0299977,PG-13,99,Action|Adventure|History,7.900000099999999,85.0,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",153127,2004-08-27,845.0,283.0,2081.0,5,13
227,2002,Blue Crush,tt0300532,PG-13,104,Drama|Romance|Sport,5.5999999,61.0,"As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player.",26465,2002-08-16,216.0,69.0,2053.0,0,0
228,2002,Dirty Pretty Things,tt0301199,R,97,Crime|Drama|Thriller,7.400000099999999,78.0,An illegal Nigerian immigrant discovers the unpalatable side of London life.,35743,2003-09-05,222.0,138.0,,1,9
229,2002,The Hot Chick,tt0302640,PG-13,104,Comedy|Fantasy,5.5,29.0,"An attractive and popular teenager who is mean-spirited toward others finds herself in the body of an older man, and must find a way to get back to her original body.",76618,2002-12-13,205.0,76.0,2030.0,0,0
230,2003,Old School,tt0302886,R,88,Comedy,7.19999981,54.0,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,189347,2003-02-21,405.0,124.0,556.0,0,0
231,2002,Cabin Fever,tt0303816,R,93,Comedy|Horror,5.5999999,56.0,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",63726,2003-09-12,773.0,262.0,1648.0,0,0
232,2004,Harry Potter and the Prisoner of Azkaban,tt0304141,PG,142,Adventure|Family|Fantasy,7.80000019,82.0,"It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards' Prison and is coming after Harry.",402666,2004-06-04,1510.0,277.0,377.0,3,17
233,2003,American Splendor,tt0305206,R,101,Biography|Comedy|Drama,7.5,90.0,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,42755,2003-09-12,226.0,181.0,,7,14
234,2003,Anger Management,tt0305224,PG-13,106,Comedy,6.19999981,52.0,"Dave Buznik is a businessman who is wrongly sentenced to an anger-management program, where he meets an aggressive instructor.",174831,2003-04-11,479.0,128.0,1898.0,0,0
235,2004,Shark Tale,tt0307453,PG,90,Animation|Adventure|Comedy,6.0,48.0,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother both decide to use the incident to their own advantage.",137137,2004-10-01,291.0,144.0,2747.0,0,1
236,2004,Finding Neverland,tt0308644,PG,166,Biography|Drama|Family,7.69999981,67.0,The story of J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,177622,2004-12-17,634.0,225.0,2021.0,3,39
237,2003,Final Destination 2,tt0309593,R,90,Horror|Thriller,6.19999981,38.0,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",124128,2003-01-31,473.0,174.0,1758.0,0,0
238,2003,Identity,tt0309698,R,90,Mystery|Thriller,7.30000019,64.0,"Stranded at a desolate Nevada motel during a nasty rain-storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.",183633,2003-04-25,717.0,135.0,1066.0,0,0
239,2003,A Mighty Wind,tt0310281,PG-13,91,Comedy|Music,7.30000019,81.0,Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.,22841,2003-05-09,272.0,96.0,,3,9
240,2003,Master and Commander: The Far Side of the World,tt0311113,PG-13,138,Action|Adventure|Drama,7.400000099999999,81.0,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",172167,2003-11-14,685.0,243.0,2521.0,7,36
241,2003,Holes,tt0311289,PG,117,Adventure|Comedy|Drama,7.099999900000001,71.0,A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.,60107,2003-04-18,333.0,105.0,2242.0,0,1
242,2003,The League of Extraordinary Gentlemen,tt0311429,PG-13,110,Action|Adventure|Fantasy,5.80000019,30.0,"In an alternate Victorian Age world, a group of famous contemporary fantasy, SF and adventure characters team up on a secret mission.",144395,2003-07-11,787.0,202.0,2174.0,0,0
243,2002,The Man Without a Past,tt0311519,PG-13,97,Comedy|Drama|Romance,7.69999981,84.0,"The second part of Aki KaurismЉki's ""Finland"" trilogy, the film follows a man who arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or ... See full summary И",17945,2002-11-06,116.0,103.0,,0,2
244,2003,Pieces of April,tt0311648,PG-13,80,Comedy|Drama,7.099999900000001,70.0,A wayward daughter invites her dying mother and the rest of her estranged family to her apartment for Thanksgiving dinner.,18292,2003-11-28,178.0,130.0,,1,6
245,2005,The Curse of the Were-Rabbit,tt0312004,G,85,Animation|Comedy|Family,7.5,87.0,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",101556,2005-10-07,310.0,210.0,,7,14
246,2003,The Cat in the Hat,tt0312528,PG,82,Adventure|Comedy|Family,3.79999995,19.0,Two bored children have their lives turned upside down when a talking cat comes to visit them.,37236,2003-11-21,460.0,109.0,918.0,0,0
247,2002,El crimen del padre Amaro,tt0313196,R,118,Drama|Romance,6.80000019,60.0,"Politics and sexual passions threaten to corrupt a young, newly-ordained priest in a small Mexican town.",11281,2002-12-13,111.0,84.0,,0,1
248,2003,Love Actually,tt0314331,R,135,Comedy|Drama|Romance,7.69999981,55.0,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",333993,2003-11-14,1014.0,221.0,265.0,4,14
249,2003,Tears of the Sun,tt0314353,R,121,Action|Drama|Thriller,6.599999900000001,48.0,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.,96087,2003-03-07,396.0,89.0,2275.0,0,0
250,2003,Bruce Almighty,tt0315327,PG-13,101,Comedy|Drama|Fantasy,6.69999981,46.0,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,306653,2003-05-23,607.0,187.0,1676.0,1,1
251,2003,21 Grams,tt0315733,R,124,Drama,7.69999981,70.0,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",194344,2004-01-16,562.0,192.0,2490.0,2,23
252,2003,House of Sand and Fog,tt0315983,R,126,Drama,7.599999900000001,71.0,An abandoned wife is evicted from her house and starts a tragic conflict with her home's new owners.,57629,2004-01-09,474.0,158.0,,5,14
253,2003,Peter Pan,tt0316396,PG,113,Adventure|Family|Fantasy,6.900000099999999,64.0,"The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.",55577,2003-12-25,483.0,161.0,1514.0,0,1
254,2004,Spider-Man 2,tt0316654,PG-13,127,Action|Adventure,7.30000019,83.0,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,427065,2004-06-30,1309.0,294.0,1122.0,3,14
255,2004,Bridget Jones: The Edge of Reason,tt0317198,R,108,Comedy|Drama|Romance,5.9000001,44.0,"After finding love, Bridget Jones questions if she really has everything she's dreamed of having.",80876,2004-11-19,262.0,146.0,1886.0,0,3
256,2006,Cars,tt0317219,G,117,Animation|Adventure|Comedy,7.19999981,73.0,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",275340,2006-06-09,588.0,253.0,622.0,7,19
257,2002,City of God,tt0317248,R,130,Crime|Drama,8.69999981,79.0,"Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer, the other a drug dealer.",556231,2004-02-13,785.0,215.0,489.0,4,10
258,2003,Daddy Day Care,tt0317303,PG,92,Comedy|Family,5.5,39.0,Two men get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.,51019,2003-05-09,116.0,80.0,2298.0,0,0
259,2004,The Incredibles,tt0317705,PG,115,Animation|Action|Adventure,8.0,90.0,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",496362,2004-11-05,818.0,285.0,228.0,13,30
260,2003,The Italian Job,tt0317740,PG-13,111,Action|Crime|Thriller,7.0,68.0,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",293086,2003-05-30,500.0,154.0,985.0,0,0
261,2006,Mission: Impossible III,tt0317919,PG-13,126,Action|Adventure|Thriller,6.900000099999999,66.0,Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .,265019,2006-05-05,872.0,307.0,1463.0,0,0
262,2003,The Cooler,tt0318374,R,101,Crime|Drama|Fantasy,7.0,69.0,"In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.",29123,2004-01-16,216.0,136.0,,0,9
263,2004,The Motorcycle Diaries,tt0318462,R,126,Adventure|Biography|Drama,7.80000019,75.0,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,85134,2004-10-15,299.0,189.0,4223.0,3,19
264,2004,Resident Evil: Apocalypse,tt0318627,R,94,Action|Horror|Sci-Fi,6.19999981,35.0,"Alice awakes in Raccoon City, only to find it has become infested with zombies and monsters. With the help of Jill Valentine and Carlos Olivera, Alice must find a way out of the city before it is destroyed by a nuclear missile.",156010,2004-09-10,676.0,192.0,637.0,0,0
265,2003,Big Fish,tt0319061,PG-13,125,Adventure|Drama|Fantasy,8.0,58.0,A frustrated son tries to determine the fact from fiction in his dying father's life.,358748,2004-01-09,823.0,235.0,956.0,0,21
266,2004,The Day After Tomorrow,tt0319262,PG-13,124,Action|Adventure|Sci-Fi,6.4000001,47.0,"Jack Hall, paleoclimatologist, must make a daring trek across America to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",343004,2004-05-28,1162.0,238.0,863.0,1,2
267,2003,Elf,tt0319343,PG,97,Comedy|Family|Fantasy,6.900000099999999,64.0,"After inadvertently wreaking havoc on the elf community due to his ungainly size, a man raised as an elf at the North Pole is sent to the U.S. in search of his true identity.",157147,2003-11-07,410.0,154.0,2086.0,0,0
268,2005,Kingdom of Heaven,tt0320661,R,144,Action|Adventure|Drama,7.19999981,63.0,"Balian of Ibelin travels to Jerusalem during the crusades of the 12th century, and there he finds himself as the defender of the city and its people.",223936,2005-05-06,943.0,238.0,816.0,1,1
269,2003,Underworld,tt0320691,R,121,Action|Fantasy|Thriller,7.0,42.0,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",215559,2003-09-19,818.0,225.0,362.0,0,0
270,2003,2 Fast 2 Furious,tt0322259,PG-13,107,Action|Crime|Thriller,5.9000001,38.0,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,198288,2003-06-06,376.0,149.0,1662.0,0,0
271,2003,Freaky Friday,tt0322330,PG,97,Comedy|Family|Fantasy,6.0999999,70.0,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",100338,2003-08-06,272.0,129.0,2226.0,0,2
272,2002,Twin Sisters,tt0322674,R,137,Drama|Romance|War,7.5,,Twin Sisters is an epic love story based on the Dutch bestseller by Tessa de Loo that has been read by more than 3.5 million readers in Holland and Germany.,5735,2002-12-12,30.0,28.0,,0,0
273,2003,The Texas Chainsaw Massacre,tt0324216,R,98,Horror,6.19999981,38.0,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers.",111252,2003-10-17,733.0,233.0,2191.0,0,0
274,2003,The Last Samurai,tt0325710,R,154,Action|Drama|History,7.69999981,55.0,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,326503,2003-12-05,938.0,187.0,1421.0,0,16
275,2003,Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980,PG-13,143,Action|Adventure|Fantasy,8.0,63.0,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",839783,2003-07-09,2127.0,269.0,407.0,5,23
276,2003,Mystic River,tt0327056,R,138,Crime|Drama|Mystery,8.0,84.0,"With a childhood tragedy that overshadowed their lives, three men are reunited by circumstance when one has a family tragedy.",347851,2003-10-15,938.0,230.0,827.0,13,50
277,2004,Around the World in 80 Days,tt0327437,PG,120,Action|Adventure|Comedy,5.80000019,49.0,"To win a bet, an eccentric British inventor beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly 80 days.",70903,2004-06-16,192.0,187.0,1757.0,0,0
278,2009,Coraline,tt0327597,PG,100,Animation|Family|Fantasy,7.69999981,80.0,"An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",151828,2009-02-06,287.0,315.0,1070.0,1,12
279,2004,Man on Fire,tt0328107,R,146,Action|Crime|Drama,7.69999981,47.0,"In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",274306,2004-04-23,694.0,170.0,616.0,0,1
280,2003,Thirteen,tt0328538,R,100,Drama,6.80000019,70.0,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",69939,2003-09-19,545.0,126.0,1006.0,0,11
281,2003,Under the Tuscan Sun,tt0328589,PG-13,113,Comedy|Drama|Romance,6.80000019,52.0,A writer impulsively buys a villa in Tuscany in order to change her life.,37099,2003-09-26,318.0,109.0,1948.0,0,2
282,2003,Brother Bear,tt0328880,G,85,Animation|Adventure|Comedy,6.80000019,48.0,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.",73916,2003-10-31,159.0,113.0,4372.0,0,2
283,2003,Freddy vs. Jason,tt0329101,R,97,Action|Horror|Thriller,5.80000019,37.0,"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too.",91648,2003-08-15,891.0,268.0,900.0,0,0
284,2003,Seabiscuit,tt0329575,PG-13,150,Drama|History|Sport,7.30000019,72.0,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,58634,2003-07-25,456.0,174.0,4761.0,0,12
285,2005,xXx: State of the Union,tt0329774,PG-13,101,Action|Adventure|Crime,4.30000019,37.0,"Darius Stone, a new agent in the XXX program, is sent to Washington, DC to defuse a power struggle amongst national leaders.",53430,2005-04-29,217.0,79.0,191.0,0,0
286,2005,Harry Potter and the Goblet of Fire,tt0330373,PG-13,157,Adventure|Family|Fantasy,7.69999981,81.0,Harry finds himself mysteriously selected as an under-aged competitor in a dangerous tournament between three schools of magic.,405392,2005-11-18,1902.0,297.0,291.0,1,12
287,2004,The Punisher,tt0330793,R,124,Action|Crime|Drama,6.5,33.0,An undercover FBI agent becomes a vigilante assassin and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.,127284,2004-04-16,626.0,191.0,843.0,0,0
288,2004,The Notebook,tt0332280,PG-13,123,Drama|Romance,7.900000099999999,53.0,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",410677,2004-06-25,1113.0,176.0,231.0,0,1
289,2003,School of Rock,tt0332379,PG-13,108,Comedy|Family|Music,7.099999900000001,82.0,"After being kicked out of a rock band, Dewey Finn becomes a substitute teacher of a strict elementary private school, only to try and turn it into a rock band.",216617,2003-10-03,480.0,204.0,1005.0,0,6
290,2004,Troy,tt0332452,R,163,Adventure,7.19999981,56.0,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",395204,2004-05-14,1704.0,219.0,333.0,0,1
291,2003,Girl with a Pearl Earring,tt0335119,PG-13,100,Biography|Drama|Romance,7.0,72.0,A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,61969,2004-01-30,298.0,158.0,3457.0,2,22
292,2003,Lost in Translation,tt0335266,R,101,Drama,7.80000019,89.0,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,330944,2003-10-03,1858.0,263.0,1058.0,17,50
293,2004,The Passion of the Christ,tt0335345,R,127,Drama,7.099999900000001,47.0,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",183079,2004-02-25,2817.0,397.0,986.0,3,5
294,2003,Something's Gotta Give,tt0337741,PG-13,128,Comedy|Drama|Romance,6.69999981,66.0,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,93684,2003-12-12,403.0,144.0,2451.0,1,5
295,2007,Live Free or Die Hard,tt0337978,PG-13,128,Action|Adventure|Thriller,7.19999981,69.0,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,342686,2007-06-27,784.0,352.0,1529.0,0,0
296,2004,Eternal Sunshine of the Spotless Mind,tt0338013,R,108,Drama|Fantasy|Romance,8.30000019,89.0,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",696228,2004-03-19,1535.0,277.0,395.0,14,49
297,2003,The Barbarian Invasions,tt0338135,R,99,Comedy|Crime|Drama,7.69999981,70.0,"During his final days, a dying man is reunited with old friends, former lovers, his ex-wife, and his estranged son.",25362,2004-03-05,166.0,134.0,,1,6
298,2003,Evil,tt0338309,Not Rated,113,Drama,7.80000019,61.0,"Erik is expelled from school for fighting. He ends up at a private boarding school where the senior students control the young ones. Erik finds a friend in Pierre, his room mate. The story ... See full summary И",30983,2003-09-26,91.0,67.0,,0,0
299,2003,Paycheck,tt0338337,PG-13,119,Action|Mystery|Sci-Fi,6.30000019,43.0,"What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.",91464,2003-12-25,349.0,194.0,2203.0,0,0
300,2004,The Polar Express,tt0338348,G,100,Animation|Adventure|Family,6.599999900000001,61.0,"A young boy embarks on a magical adventure to the North Pole on the Polar Express. During his adventure he learns about friendship, bravery, and the spirit of Christmas.",129570,2004-11-10,453.0,183.0,3126.0,0,7
301,2004,Van Helsing,tt0338526,PG-13,131,Action|Adventure,6.0,35.0,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,202387,2004-05-07,1344.0,233.0,1261.0,0,0
302,2004,The Aviator,tt0338751,PG-13,170,Biography|Drama,7.5,77.0,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid-1940s.,272977,2004-12-25,806.0,266.0,664.0,22,66
303,2004,A Series of Unfortunate Events,tt0339291,PG,108,Adventure|Comedy|Family,6.80000019,62.0,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",164113,2004-12-17,600.0,186.0,5.0,5,10
304,2004,Being Julia,tt0340012,R,104,Comedy|Drama|Romance,7.099999900000001,65.0,"Set in '30s London, the film involves stage actors and their experiences with love and revenge.",10852,2005-02-18,112.0,93.0,4015.0,2,7
305,2003,Monster,tt0340855,R,109,Biography|Crime|Drama,7.30000019,74.0,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",108623,2004-01-30,538.0,184.0,638.0,4,10
306,2004,50 First Dates,tt0343660,PG-13,99,Comedy|Romance,6.80000019,48.0,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.",273503,2004-02-13,459.0,146.0,1306.0,1,1
307,2006,The Good Shepherd,tt0343737,R,167,Drama|History|Thriller,6.69999981,61.0,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,88382,2006-12-22,482.0,195.0,2015.0,1,3
308,2004,"I, Robot",tt0343818,PG-13,115,Action|Mystery|Sci-Fi,7.099999900000001,59.0,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",402365,2004-07-16,790.0,225.0,1824.0,0,0
309,2004,A Very Long Engagement,tt0344510,R,133,Drama|Mystery|Romance,7.69999981,76.0,"Tells the story of a young woman's relentless search for her fiancЋ, who has disappeared from the trenches of the Somme during World War One.",63994,2005-01-14,241.0,186.0,4003.0,0,8
310,2004,Alexander,tt0346491,R,175,Action|Adventure|Biography,5.5,39.0,"Alexander, the King of Macedonia and one of the greatest military leaders in the history of warfare, conquers much of the known world.",141884,2004-11-24,1397.0,245.0,1620.0,0,0
311,2004,Howl's Moving Castle,tt0347149,PG,119,Animation|Adventure|Family,8.19999981,80.0,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",227522,2005-06-17,332.0,215.0,1044.0,4,7
312,2006,Superman Returns,tt0348150,PG-13,154,Action|Adventure|Sci-Fi,6.0999999,72.0,"Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.",244354,2006-06-28,2371.0,431.0,806.0,0,3
313,2005,Waiting...,tt0348333,R,94,Comedy,6.80000019,30.0,Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,77646,2005-10-07,236.0,91.0,1801.0,0,0
314,2003,Cheaper by the Dozen,tt0349205,PG,98,Comedy|Family,5.80000019,46.0,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",77474,2003-12-25,288.0,104.0,2238.0,0,0
315,2004,King Arthur,tt0349683,PG-13,126,Action|Adventure|Drama,6.30000019,46.0,A demystified take on the tale of King Arthur and the Knights of the Round Table.,139827,2004-07-07,891.0,171.0,852.0,1,1
316,2004,Ocean's Twelve,tt0349903,PG-13,125,Crime|Thriller,6.5,58.0,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,293417,2004-12-10,632.0,196.0,498.0,1,3
